,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,modified
5938,604305,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5939,604281,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5940,604266,Landing Page Submission,Direct Traffic,1,0,1.0,94,1.0,Email Bounced,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,1
5941,604244,Landing Page Submission,Google,0,0,6.0,33,3.0,Email Opened,Belgium,Supply Chain Management,Multiple Sources,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,0
5942,604240,Lead Add Form,Welingak Website,0,1,0.0,1024,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5943,604230,Landing Page Submission,Direct Traffic,0,0,4.0,534,4.0,Email Opened,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,0
5944,604229,API,Google,0,1,11.0,523,2.2,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5945,604225,API,Google,0,1,11.0,1060,2.2,SMS Sent,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5946,604224,Landing Page Submission,Organic Search,1,0,2.0,61,2.0,Email Bounced,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5947,604214,Landing Page Submission,Direct Traffic,0,1,2.0,1302,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unemployed,0,0,Might be,Potential Lead,Other Cities,2,2,1,0
5948,604207,Landing Page Submission,Organic Search,0,0,2.0,62,1.0,Converted to Lead,India,Unknown,Online Search,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,0,1
5949,604205,Landing Page Submission,Direct Traffic,0,0,2.0,125,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,0,0,Worst,Unknown,Mumbai,2,2,1,0
5950,604204,Landing Page Submission,Organic Search,0,0,6.0,203,6.0,SMS Sent,India,Healthcare Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Tier II Cities,2,2,1,0
5951,604202,API,Google,0,0,3.0,279,3.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Unknown,2,2,0,0
5952,604199,Landing Page Submission,Google,0,1,14.0,1442,2.8,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Unemployed,0,0,Might be,Potential Lead,Mumbai,3,3,1,0
5953,604185,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5954,604182,Landing Page Submission,Direct Traffic,0,0,5.0,1430,2.5,Email Opened,India,Hospitality Management,Word Of Mouth,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,0
5955,604174,Landing Page Submission,Organic Search,0,0,4.0,245,2.0,SMS Sent,India,Operations Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Tier II Cities,2,2,1,0
5956,604170,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5957,604152,Landing Page Submission,Google,1,0,7.0,245,1.75,Page Visited on Website,India,Rural and Agribusiness,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,0
5958,604145,Landing Page Submission,Direct Traffic,0,0,3.0,19,3.0,Page Visited on Website,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5959,604140,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5960,604134,Lead Add Form,Unknown,1,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,0
5961,604114,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5962,604111,API,Organic Search,0,1,2.0,907,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5963,604104,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5964,604092,Landing Page Submission,Organic Search,0,1,17.0,972,9.0,SMS Sent,India,Healthcare Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Mumbai,2,2,1,0
5965,604088,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5966,604087,Landing Page Submission,Google,0,0,3.0,255,3.0,SMS Sent,India,Finance Management,Online Search,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,0,0
5967,604075,API,Google,0,0,4.0,230,2.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5968,604074,Landing Page Submission,Google,0,1,4.0,78,4.0,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,0
5969,604073,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5970,604069,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5971,604051,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5972,604038,Landing Page Submission,Direct Traffic,0,0,2.0,70,2.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,0,0,High in Relevance,Unknown,Tier II Cities,2,2,1,1
5973,604023,Landing Page Submission,Direct Traffic,0,0,5.0,261,5.0,SMS Sent,India,Marketing Management,Other,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,0,0
5974,604017,Landing Page Submission,Google,0,0,10.0,91,3.33,SMS Sent,India,Unknown,Online Search,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,1
5975,604007,Landing Page Submission,Google,0,1,5.0,938,5.0,Email Opened,India,Finance Management,Online Search,Working Professional,0,0,Low in Relevance,Other Leads,Other Metro Cities,2,2,0,0
5976,603997,Landing Page Submission,Direct Traffic,0,1,2.0,1412,2.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Thane & Outskirts,2,2,1,0
5977,603996,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5978,603995,API,Google,0,0,4.0,984,1.33,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5979,603989,API,Google,0,1,2.0,2013,2.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Low in Relevance,Unknown,Unknown,2,2,0,0
5980,603979,Landing Page Submission,Direct Traffic,0,0,5.0,71,5.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5981,603975,Landing Page Submission,Direct Traffic,0,0,5.0,27,5.0,SMS Sent,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
5982,603956,Landing Page Submission,Google,0,0,1.0,183,1.0,Converted to Lead,India,Retail Management,Online Search,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,0,1
5983,603943,Landing Page Submission,Google,0,1,5.0,977,5.0,Email Opened,India,Finance Management,Advertisements,Unemployed,0,0,Low in Relevance,Other Leads,Mumbai,2,2,0,0
5984,603939,Landing Page Submission,Google,0,0,6.0,348,2.0,Email Opened,India,Finance Management,Online Search,Unemployed,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,0,0
5985,603938,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
5986,603928,Landing Page Submission,Direct Traffic,0,0,2.0,287,2.0,Email Opened,India,Healthcare Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5987,603925,API,Olark Chat,0,0,1.0,1471,1.0,Page Visited on Website,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5988,603907,Landing Page Submission,Direct Traffic,0,0,2.0,285,2.0,Email Opened,Qatar,Business Administration,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5989,603900,Landing Page Submission,Organic Search,1,0,8.0,139,8.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5990,603888,API,Direct Traffic,0,0,6.0,358,6.0,Email Opened,India,International Business,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,0
5991,603864,Landing Page Submission,Google,0,1,3.0,126,3.0,SMS Sent,India,IT Projects Management,Online Search,Unemployed,0,0,Might be,Potential Lead,Other Metro Cities,2,2,0,0
5992,603846,API,Organic Search,0,1,6.0,882,6.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
5993,603833,Landing Page Submission,Direct Traffic,0,0,2.0,87,2.0,Email Link Clicked,India,Unknown,Online Search,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,1
5994,603831,Landing Page Submission,Direct Traffic,0,1,2.0,1106,2.0,SMS Sent,India,Finance Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Mumbai,2,2,1,0
5995,603824,Landing Page Submission,Organic Search,1,0,17.0,739,4.75,Page Visited on Website,India,Healthcare Management,Unknown,Unknown,0,0,Unknown,Unknown,Tier II Cities,2,2,0,1
5996,603809,Landing Page Submission,Direct Traffic,0,1,2.0,311,2.0,Email Opened,India,E-Business,Unknown,Unemployed,0,0,High in Relevance,Unknown,Mumbai,2,3,1,1
5997,603800,Landing Page Submission,Direct Traffic,0,0,2.0,132,2.0,Email Link Clicked,India,Marketing Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,2,1,0
5998,603796,API,Organic Search,0,0,11.0,714,9.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5999,603794,Landing Page Submission,Direct Traffic,0,0,3.0,322,3.0,SMS Sent,India,Business Administration,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
6000,603777,API,Google,0,0,1.0,147,1.0,Converted to Lead,Unknown,Unknown,Unknown,Unemployed,0,0,Worst,Potential Lead,Mumbai,2,2,0,1
6001,603772,Landing Page Submission,Direct Traffic,1,0,2.0,576,2.0,SMS Sent,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
6002,603745,Landing Page Submission,Direct Traffic,0,1,2.0,424,2.0,SMS Sent,India,Business Administration,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,1,0
6003,603737,Landing Page Submission,Direct Traffic,0,1,7.0,950,1.75,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,1,0
6004,603728,Landing Page Submission,Direct Traffic,0,0,2.0,392,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
6005,603713,API,Olark Chat,0,1,2.0,1130,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,1
6006,603702,Landing Page Submission,Organic Search,0,0,6.0,363,6.0,SMS Sent,India,Finance Management,Unknown,Unemployed,0,0,Low in Relevance,Unknown,Mumbai,2,2,1,1
6007,603699,API,Olark Chat,0,0,3.0,94,1.5,Email Opened,United States,Human Resource Management,Unknown,Unemployed,0,0,Worst,Unknown,Mumbai,2,2,1,0
6008,603687,Landing Page Submission,Google,0,1,5.0,1585,5.0,SMS Sent,India,Finance Management,Email,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,0
6009,603680,Landing Page Submission,Direct Traffic,0,1,3.0,880,3.0,Email Link Clicked,India,Marketing Management,Unknown,Unemployed,0,0,High in Relevance,Unknown,Other Cities,2,2,1,0
6010,603673,Landing Page Submission,Organic Search,0,1,14.0,297,7.0,SMS Sent,United Kingdom,Supply Chain Management,Unknown,Working Professional,0,0,Might be,Unknown,Other Metro Cities,2,2,1,0
6011,603672,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6012,603669,Lead Add Form,Reference,0,0,0.0,31,0.0,Unknown,Unknown,Marketing Management,Unknown,Unemployed,0,0,Low in Relevance,Other Leads,Mumbai,2,2,0,1
6013,603657,Landing Page Submission,Direct Traffic,0,0,2.0,310,2.0,Email Opened,India,IT Projects Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
6014,603653,Landing Page Submission,Direct Traffic,0,0,2.0,213,2.0,SMS Sent,India,Operations Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,1,0
6015,603647,Lead Add Form,Reference,0,1,1.0,36,1.0,Email Opened,Unknown,Finance Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Mumbai,2,2,0,1
6016,603645,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6017,603637,Landing Page Submission,Direct Traffic,0,1,3.0,1385,3.0,Email Opened,India,Human Resource Management,Word Of Mouth,Student,0,0,Low in Relevance,Other Leads,Other Cities of Maharashtra,2,2,0,0
6018,603626,API,Google,0,0,3.0,362,1.5,Email Opened,unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6019,603623,Landing Page Submission,Direct Traffic,0,0,3.0,14,3.0,Email Opened,India,Healthcare Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,0,0
6020,603610,Landing Page Submission,Organic Search,0,1,10.0,1259,9.0,SMS Sent,India,International Business,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
6021,603607,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Operations Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities,2,2,0,0
6022,603600,Landing Page Submission,Direct Traffic,0,0,4.0,251,4.0,Page Visited on Website,India,IT Projects Management,Unknown,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,1
6023,603594,Landing Page Submission,Direct Traffic,0,0,3.0,107,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
6024,603592,Landing Page Submission,Google,0,0,4.0,191,4.0,Email Opened,India,E-COMMERCE,Word Of Mouth,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,0,0
6025,603589,Landing Page Submission,Google,0,0,13.0,571,6.5,Page Visited on Website,India,Supply Chain Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
6026,603586,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,0
6027,603582,Landing Page Submission,Google,0,0,4.0,384,4.0,Email Opened,India,Marketing Management,Online Search,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,0,0
6028,603581,Lead Add Form,Reference,0,1,2.0,1548,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,0
6029,603559,Landing Page Submission,Google,0,0,3.0,136,1.5,Converted to Lead,India,E-COMMERCE,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,1
6030,603554,Landing Page Submission,Direct Traffic,0,0,1.0,339,1.0,Converted to Lead,India,Travel and Tourism,Unknown,Unknown,0,0,Unknown,Unknown,Tier II Cities,2,2,1,1
6031,603552,Landing Page Submission,Organic Search,1,0,7.0,1316,2.33,Email Bounced,India,Operations Management,Unknown,Unemployed,0,0,Worst,Other Leads,Other Metro Cities,2,2,0,1
6032,603543,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
6033,603542,API,Google,0,0,2.0,235,1.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6034,603528,API,Google,0,0,3.0,291,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6035,603515,Landing Page Submission,Google,0,0,2.0,56,2.0,Converted to Lead,India,Human Resource Management,Advertisements,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,1
6036,603514,API,Google,1,0,2.0,394,2.0,Unsubscribed,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6037,603503,API,Organic Search,0,1,2.0,225,2.0,SMS Sent,Singapore,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6038,603501,Landing Page Submission,Direct Traffic,0,0,4.0,261,4.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,0
6039,603499,Landing Page Submission,Organic Search,0,0,7.0,5,7.0,Page Visited on Website,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,1
6040,603490,Landing Page Submission,Google,0,1,7.0,1568,7.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,0,0
6041,603472,Landing Page Submission,Google,0,0,2.0,203,2.0,SMS Sent,India,Business Administration,Online Search,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,1
6042,603465,API,Google,0,0,2.0,4,2.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6043,603462,API,Google,0,0,2.0,32,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6044,603461,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6045,603436,Landing Page Submission,Google,0,0,8.0,96,2.67,Email Opened,India,Finance Management,Online Search,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,0
6046,603432,API,Google,0,1,3.0,1434,1.5,SMS Sent,India,Finance Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Thane & Outskirts,2,2,0,0
6047,603431,Landing Page Submission,Direct Traffic,1,0,17.0,157,3.17,Page Visited on Website,India,E-COMMERCE,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
6048,603419,Landing Page Submission,Direct Traffic,0,0,2.0,140,2.0,Form Submitted on Website,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6049,603414,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Unknown,2,2,0,0
6050,603400,Landing Page Submission,Google,0,0,5.0,248,2.5,Olark Chat Conversation,India,International Business,Multiple Sources,Unemployed,0,0,Worst,Other Leads,Thane & Outskirts,2,2,0,1
6051,603390,Landing Page Submission,Organic Search,0,1,14.0,1627,9.0,Email Opened,India,Retail Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,0
6052,603386,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6053,603378,Landing Page Submission,Google,0,0,5.0,16,5.0,SMS Sent,India,Business Administration,Student of SomeSchool,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,0,0
6054,603370,API,Organic Search,0,1,2.0,1021,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6055,603364,Landing Page Submission,Direct Traffic,0,0,2.0,1319,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
6056,603361,Landing Page Submission,Direct Traffic,1,0,5.0,36,5.0,Email Bounced,India,IT Projects Management,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Other Cities,2,2,1,0
6057,603354,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
6058,603352,Landing Page Submission,Direct Traffic,0,0,2.0,251,2.0,SMS Sent,India,IT Projects Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
6059,603338,API,Organic Search,0,0,6.0,410,6.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6060,603334,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6061,603330,Landing Page Submission,Direct Traffic,0,0,5.0,216,5.0,Email Opened,India,E-COMMERCE,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,0
6062,603322,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6063,603315,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6064,603303,API,Olark Chat,0,0,3.0,1315,1.5,Olark Chat Conversation,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,3,1,1,0
6065,603298,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
6066,603289,API,Olark Chat,0,1,1.0,798,1.0,SMS Sent,Unknown,Marketing Management,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,2,0,0
6067,603286,Landing Page Submission,Direct Traffic,1,0,5.0,60,5.0,Page Visited on Website,India,Retail Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,1
6068,603283,Landing Page Submission,Direct Traffic,0,0,9.0,223,9.0,Converted to Lead,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,0,1
6069,603274,Landing Page Submission,Google,0,1,8.0,150,2.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,0,0,High in Relevance,Unknown,Thane & Outskirts,2,2,1,0
6070,603270,Landing Page Submission,Google,0,1,3.0,763,3.0,Form Submitted on Website,India,Media and Advertising,Other,Housewife,0,0,Might be,Other Leads,Thane & Outskirts,2,2,0,1
6071,603267,API,Google,0,0,3.0,697,1.5,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
6072,603266,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
6073,603248,API,Google,0,0,4.0,352,2.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
6074,603229,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
